id,name,description,website_url,source_url,additional_sources,is_core_early_stage_case,source_type,source_quality,founded_year,failed_year,country,region,category,customer_type,business_model,pricing_model,gtm_channel,stage_at_failure,funding_raised_usd,team_size,stated_failure_cause,primary_failure_cause,secondary_failure_causes,symptoms,evidence_summary,confidence_score,notes
fs_0037,Washio,"An on-demand laundry and dry-cleaning pickup and delivery service.",unknown,https://techcrunch.com/2016/08/30/washio-on-demand-laundry-service-shuts-down-operations/,https://en.wikipedia.org/wiki/Washio_(company),yes,official_shutdown_announcement,secondary,2013,2016,United States,North America,marketplace,B2C,services,custom,app_store,series_a,16800000,unknown,"Washio shut down after generating revenue and orders, but the laundry pickup and delivery model carried low margins, operational scheduling complexity, and acquisition challenges.",operational_complexity,"high_cac_bad_unit_economics; business_model_mismatch; fundraising_dependency","24-hour turnaround burden; route logistics; low margins; labor-heavy service; failed acquisition talks","TechCrunch reproduced the founders' shutdown letter and reported that Washio had millions in revenue and many orders, but the on-demand laundry model did not become a durable standalone business.",medium,"Good on-demand services case; direct letter exists inside secondary article."
fs_0038,Move Loot,"A full-service marketplace for buying and selling secondhand furniture, including pickup, storage, listing, and delivery.",unknown,https://techcrunch.com/2016/06/29/move-loot-a-yc-backed-furniture-resale-marketplace-shuts-down-sells-customer-list-to-handy/,https://techcrunch.com/2016/06/13/furniture-resell-marketplace-move-loot-is-getting-acquired/,yes,news_article,secondary,2013,2016,United States,North America,marketplace,B2C,marketplace_take_rate,commission,paid_ads,series_a,22000000,unknown,"Move Loot shut down after trying to operate a high-touch furniture resale marketplace with difficult logistics, storage, delivery, and market-by-market density requirements.",operational_complexity,"marketplace_liquidity_failure; high_cac_bad_unit_economics; business_model_mismatch","furniture pickup and delivery; inventory/storage burden; local marketplace density; full-service operational load","TechCrunch reported that Move Loot closed and sold its customer list after prior issues, highlighting the burden of its full-service model for secondhand furniture resale.",medium,"Useful marketplace/ops case; funding slightly high but category mechanics are strong."
fs_0039,Prim,"A YC-backed door-to-door laundry service charging a flat rate for pickup, washing, folding, and delivery.",unknown,https://techcrunch.com/2014/01/06/prim-laundry-shuts-down/,,yes,official_shutdown_announcement,secondary,2013,2014,United States,North America,marketplace,B2C,services,custom,app_store,seed,unknown,unknown,"Prim shut down after concluding that a same-day laundry pickup and delivery service at its price point was not financially viable.",high_cac_bad_unit_economics,"operational_complexity; business_model_mismatch; no_urgent_pain","flat-rate laundry pricing; same-day operations; low-margin convenience service; small team course change","TechCrunch published the customer shutdown email and noted that making money on pickup, wash, fold, and delivery at the advertised price was likely the central challenge.",medium,"Good small YC on-demand case; short evidence but directly tied to unit economics."
fs_0040,Cherry,"An on-demand car wash service that sent washers to clean customers' cars where they were parked.",unknown,https://techcrunch.com/2012/12/23/cherry-car-wash-shut-down/,,yes,official_shutdown_announcement,secondary,2011,2012,United States,North America,marketplace,B2C,services,custom,app_store,seed,4750000,unknown,"Cherry shut down its on-demand car wash service after struggling to make the mobile car-wash model work across operations, pricing, and demand.",operational_complexity,"high_cac_bad_unit_economics; no_urgent_pain; business_model_mismatch","mobile labor dispatch; low-frequency service; local operations; convenience pricing pressure","The company shutdown statement reported by TechCrunch shows an early on-demand local-services startup abandoning its core service after failing to make the model work.",medium,"Good early on-demand case; evidence is concise, so confidence remains medium."
fs_0041,Secret,"An anonymous social app that let users share posts with friends and nearby users without attaching their identity.",unknown,https://www.forbes.com/sites/miguelhelft/2015/04/29/secret-the-100-million-social-app-shuts-down/,https://www.techspot.com/news/60532-end-road-anonymous-sharing-app-secret.html,yes,founder_postmortem,secondary,2014,2015,United States,North America,social,B2C,freemium,free,viral,series_a,35000000,unknown,"Founder David Byttow shut Secret down because the app no longer represented his original vision after anonymous usage patterns produced harmful behavior and reputation problems.",trust_safety_failure,"weak_retention; product_market_fit_failure; competition_pressure","anonymous abuse; malicious rumors; reputational damage; rapid hype decay; founder vision mismatch","Forbes and other coverage of Byttow's shutdown post report that Secret closed because actual user behavior diverged from the intended product vision, a classic anonymous-social trust failure.",medium,"Was in test set; now included because Batch 003 explicitly targets trust and safety."
fs_0042,Yik Yak,"An anonymous location-based social network popular on college campuses.",unknown,https://techcrunch.com/2017/04/28/yik-yak-shuts-down-after-square-paid-1-million-for-its-engineers/,https://techcrunch.com/2021/08/16/yik-yak-is-back/; https://www.insidehighered.com/news/2022/03/07/yik-yak-re-emerges-after-shutdown,yes,news_article,secondary,2013,2017,United States,North America,social,B2C,advertising,free,viral,pre_series_b,73500000,unknown,"Yik Yak's original app shut down after anonymous local posting created moderation, cyberbullying, and campus-safety problems while the product lost momentum.",trust_safety_failure,"weak_retention; competition_pressure; regulatory_or_legal_pressure","cyberbullying; harassment complaints; campus bans; moderation challenge; declining momentum","TechCrunch reported the shutdown and later coverage of the relaunch explicitly connects the original failure to cyberbullying, harassment, and moderation problems in anonymous local communities.",medium,"Funding is high and brand later relaunched, but original 2017 shutdown is analytically valuable for trust/safety."
fs_0043,Formspring,"An anonymous question-and-answer social platform that helped popularize ask-me-anything style profiles.",unknown,https://techcrunch.com/2013/03/15/formspring-the-pioneering-anonymous-qa-platform-is-shutting-down/,https://www.failory.com/cemetery/formspring,yes,news_article,secondary,2009,2013,United States,North America,social,B2C,advertising,free,viral,series_a,14000000,unknown,"Formspring shut down after anonymous Q&A was copied, repositioning efforts failed, and the product faced persistent cyberbullying and moderation concerns.",competition_pressure,"trust_safety_failure; weak_retention; product_market_fit_failure","anonymous Q&A copied by competitors; bullying concerns; failed repositioning; declining independent edge","TechCrunch reported that Formspring was shutting down after trying to move away from anonymous Q&A into an interest-based social network while competitors copied the format.",medium,"Trust/safety is secondary rather than primary here because competitive copying and repositioning are clearer in the main source."
fs_0044,App.net,"A paid social platform and developer API ecosystem intended as an alternative to ad-supported Twitter-like networks.",unknown,https://techcrunch.com/2017/01/12/app-net-the-ambitious-project-to-build-a-better-twitter-is-finally-dead/,https://en.wikipedia.org/wiki/App.net,yes,official_shutdown_announcement,secondary,2012,2017,United States,North America,social,B2C,subscription,paid_subscription,community,seed,2500000,unknown,"App.net went into maintenance mode and later shut down because paid subscriptions and developer ecosystem revenue were not enough to support a full-time team.",bad_pricing,"market_too_small; no_urgent_pain; competition_pressure","paid social network friction; insufficient revenue; niche developer community; maintenance mode","TechCrunch reported that App.net shut down after failing to generate enough revenue to sustain staff, despite an ambitious paid alternative-social-network vision.",medium,"Good pricing/willingness-to-pay case."
fs_0045,Blab,"A live group video chat and broadcasting app that grew quickly around public conversations.",unknown,https://techcrunch.com/2016/08/14/blab-shuts-down-but-founders-promise-new-product-on-the-way/,https://venturebeat.com/mobile/blab-video-chat-app-no-more/,yes,founder_postmortem,secondary,2015,2016,United States,North America,consumer_app,B2C,advertising,free,viral,seed,unknown,unknown,"CEO Shaan Puri said Blab had millions of users but most were not returning regularly, and the product failed to generate strong enough commercial traction.",weak_retention,"product_market_fit_failure; business_model_mismatch; no_urgent_pain","large signups; poor repeat usage; weak commercial use case; live video novelty decay","Coverage of Puri's shutdown post says Blab grew fast but failed because users did not come back often enough and the product lacked commercial traction.",medium,"Good consumer retention case with founder explanation via secondary coverage."
fs_0046,Meerkat,"A mobile live-streaming app that let users broadcast video through Twitter distribution.",unknown,https://www.androidpolice.com/2016/10/02/mobile-broadcasting-app-meerkat-officially-dead/,https://www.vanityfair.com/news/2016/03/meerkat-loses-the-live-streaming-war; https://techcrunch.com/2015/03/01/meerkat/,yes,founder_interview,secondary,2015,2016,United States,North America,consumer_app,B2C,advertising,free,viral,seed,12000000,unknown,"Meerkat lost momentum after Twitter restricted its social graph access and acquired Periscope, while Facebook also entered live streaming.",platform_risk,"competition_pressure; distribution_failure; product_market_fit_failure","Twitter graph dependence; platform restriction; Periscope acquisition; Facebook Live competition; hype decay","Coverage of Meerkat's death and founder comments show a consumer app whose distribution depended on Twitter and was rapidly undermined by platform owner competition.",medium,"Good platform-risk case; source is secondary but strong."
fs_0047,Grooveshark,"A music streaming service that let users upload and stream music online.",unknown,https://techcrunch.com/2015/04/30/grooveshark-sinks/,https://time.com/3842959/grooveshark-shuts-down-sued-internet-business-escape-media-group/,yes,official_shutdown_announcement,secondary,2006,2015,United States,North America,media,B2C,advertising,free,SEO,series_a,unknown,unknown,"Grooveshark shut down as part of a legal settlement after years of copyright litigation and acknowledged it failed to secure licenses from music rights holders.",regulatory_or_legal_pressure,"business_model_mismatch; platform_risk; competition_pressure","copyright lawsuits; missing music licenses; settlement shutdown; app and IP surrender","TechCrunch reproduced Grooveshark's shutdown statement, which admitted the company failed to secure music licenses and agreed to cease operations as part of a settlement.",high,"Strong legal/regulatory pressure case, though older and somewhat later-stage."
fs_0048,99dresses,"A fashion marketplace where women could trade clothing items in a virtual closet model.",unknown,https://www.failory.com/cemetery/99dresses,https://www.sunsethq.com/blog/why-did-99dresses-fail,yes,founder_postmortem,secondary,2010,2014,Australia,Asia-Pacific,marketplace,B2C,marketplace_take_rate,commission,viral,seed,105000,unknown,"Founder Nikki Durkin's postmortem describes a marketplace that faced cofounder, visa, funding, and execution problems while trying to build liquidity across geographies.",marketplace_liquidity_failure,"founder_conflict; fundraising_dependency; distribution_failure","two-sided marketplace cold start; geographic mismatch; cofounder problems; funding and visa stress","Secondary summaries of Durkin's founder postmortem show a small marketplace struggling to create enough supply-demand liquidity while also facing severe team and funding constraints.",medium,"Need original Medium/source archive later; useful because marketplace liquidity is underrepresented."
fs_0049,Dinnr,"A meal-kit style service that delivered ingredients and recipes for home cooking.",unknown,https://inc42.com/resources/seven-lessons-learned-failure-first-startup-dinnr/,https://www.failory.com/cemetery/dinnr,yes,founder_postmortem,primary,2012,2014,United Kingdom,Europe,ecommerce,B2C,transaction_fee,one_time_purchase,paid_ads,bootstrapped,unknown,unknown,"Founder Michal Bohanes wrote that Dinnr was a solution looking for a problem, with insufficient real customer need despite iteration and marketing attempts.",no_urgent_pain,"product_market_fit_failure; distribution_failure; high_cac_bad_unit_economics","weak pain; solution-first product; marketing could not fix demand; meal planning behavior friction","The founder postmortem says the company lacked a real market need from the beginning, making later iteration and marketing ineffective.",high,"Strong primary founder lesson; good non-US weak-pain case."
fs_0050,Outbox,"A mail digitization service that picked up users' physical mail, scanned it, and delivered it digitally.",unknown,https://techcrunch.com/2014/01/21/outbox-shuts-down/,https://www.mic.com/articles/61719/why-usps-outbox-is-doomed,yes,official_shutdown_announcement,secondary,2011,2014,United States,North America,productivity,B2C,subscription,paid_subscription,founder_led_sales,series_a,5000000,unknown,"Outbox shut down its current service after low waitlist conversion, difficulty finding scalable acquisition channels, and pressure from the postal ecosystem around a behavior-changing mail product.",distribution_failure,"no_urgent_pain; platform_risk; regulatory_or_legal_pressure","under 10 percent waitlist conversion; hard scalable acquisition; postal ecosystem resistance; behavior-change friction","TechCrunch reported Outbox's shutdown note saying waitlist yield was under 10 percent and outside-network marketing could not find a repeatable scalable acquisition channel.",medium,"Good distribution plus institutional friction case; classify as distribution primary because source gives clear acquisition data."
fs_0051,ABBY,"A documentation service for A/B tests and experimentation knowledge.",unknown,https://www.failory.com/interview/abby,,yes,founder_interview,primary,2015,2016,Germany,Europe,SaaS,B2B,subscription,unknown,founder_led_sales,bootstrapped,0,unknown,"Founder Andy Goldschmidt explained that ABBY would have required educating users into a workflow they did not yet urgently need.",no_urgent_pain,"market_too_small; distribution_failure; product_market_fit_failure","A/B test documentation was not urgent; user education burden; unclear willingness to pay","The founder interview frames the failure around a product that could be useful in theory but lacked urgent enough demand to justify adoption and education.",high,"Good small European SaaS weak-pain case."
fs_0052,Adproval,"A marketplace connecting bloggers and social media influencers with brands for sponsored content.",unknown,https://www.failory.com/interview/adproval,,yes,founder_interview,primary,2011,2017,United States,North America,marketplace,B2B2C,marketplace_take_rate,commission,founder_led_sales,seed,300000,unknown,"Founder Matthew Anderson described raising about $300k and generating only modest software revenue while consulting work dominated the business.",business_model_mismatch,"marketplace_liquidity_failure; distribution_failure; too_broad_icp","self-serve marketplace did not monetize; consulting revenue masked weak product business; unclear focus on revenue","The founder interview shows a marketplace whose self-service software did not become a strong revenue engine, pushing the company toward consulting rather than scalable marketplace economics.",high,"Useful small marketplace business-model case."
fs_0053,Ansaro,"A recruiting SaaS using data science and AI to improve interviewing and hiring decisions.",unknown,https://www.failory.com/interview/ansaro,,yes,founder_interview,primary,2016,2018,United States,North America,SaaS,B2B,enterprise_contract,enterprise,sales_led,seed,3000000,6,"Co-founder Sam Stone said Ansaro failed to achieve product-market fit after two pivots and never moved beyond services-heavy pilots.",product_market_fit_failure,"sales_cycle_too_long; business_model_mismatch; fundraising_dependency","enterprise pilots without repeatable SaaS adoption; services revenue; high burn; two pivots","The founder interview says Ansaro raised $3M, had enterprise customers, but failed to get past pilot contracts and returned remaining capital to investors.",high,"Strong B2B SaaS enterprise-pilot failure case."
fs_0054,Delite,"A SaaS platform for B2B wholesale order forms and payments.",unknown,https://www.failory.com/interview/delite,,yes,founder_interview,primary,2016,2017,United States,North America,SaaS,B2B,subscription,paid_subscription,founder_led_sales,bootstrapped,0,unknown,"Founder Pat Walls said Delite was a nice-to-have for wholesale businesses, required changing core sales workflows, and saw low usage after onboarding.",no_urgent_pain,"sales_cycle_too_long; product_market_fit_failure; operational_complexity","nice-to-have workflow tool; low usage; long customer education; changing core order process","The founder interview clearly states that customers understood the problem but kept postponing adoption because Delite was not urgent enough.",high,"Excellent weak-pain and workflow-change SaaS case."
fs_0055,Eloquis,"A personalization platform for mobile apps.",unknown,https://www.failory.com/interview/eloquis,,yes,founder_interview,primary,2010,2011,United States,North America,SaaS,B2B,subscription,unknown,outbound,bootstrapped,0,unknown,"Founder Rohit Nallapeta said mobile app personalization was too early, not an immediate need, and targeted the wrong customer segment.",timing_problem,"no_urgent_pain; distribution_failure; too_broad_icp","early mobile personalization market; wrong buyer; weak value articulation; brand confusion","The founder interview explains that the product assumed a market need before mobile teams were ready to buy this kind of personalization service.",high,"Good early-market/timing case."
fs_0056,Eventloot,"A SaaS platform for wedding planning professionals to manage events and clients.",unknown,https://www.failory.com/interview/eventloot,,yes,founder_interview,primary,2014,2017,United States,North America,SaaS,B2B,subscription,paid_subscription,paid_ads,bootstrapped,0,unknown,"Founder Justin Anyanwu said Eventloot was built without enough customer input and failed to solve the core problems wedding planners actually had.",product_market_fit_failure,"distribution_failure; no_urgent_pain; high_cac_bad_unit_economics","built assumptions first; Facebook ads poor ROI; users signed up and did not return; missing collaboration features","The founder interview describes three years of building and marketing before realizing the product lacked the core functionality planners needed.",high,"Strong customer-discovery failure case."
fs_0057,Habitual,"A habit-tracking app inspired by Atomic Habits and built by an experienced solo maker.",unknown,https://www.failory.com/interview/habitual,,yes,founder_interview,primary,2019,2021,Denmark,Europe,consumer_app,B2C,freemium,freemium,app_store,bootstrapped,0,unknown,"Founder Holger Sindbaek said the product was personally useful but failed commercially because marketing and distribution were underestimated in a crowded app category.",distribution_failure,"competition_pressure; no_urgent_pain; weak_retention","crowded habit-tracker market; weak marketing; personal itch not enough; app discovery problem","The founder interview treats Habitual as a commercial failure despite product-building experience because distribution was not solved.",high,"Good solo maker app-distribution case from Denmark."
fs_0058,Ink,"A tool for freelancers to create, send, and sign client contracts.",unknown,https://www.failory.com/interview/ink,,yes,founder_interview,primary,2015,2015,United States,North America,productivity,prosumer,subscription,freemium,product_led,pre_seed,16000,unknown,"Founder Andrew Askins said Ink had some traction but the team overbuilt for too long, burned out, and shut down before making the business model work.",founder_conflict,"business_model_mismatch; distribution_failure; weak_retention","team burnout; overbuilt product; delayed launch; unclear monetization from free contracts","The founder interview says the team spent too long building, launched late, and lacked the energy to continue iterating after the initial business model failed.",high,"Good team/burnout and overbuilding case."
fs_0059,Muun,"A SaaS tool for coworking space owners and community managers.",unknown,https://www.failory.com/interview/muun,,yes,founder_interview,primary,2017,2018,Netherlands,Europe,SaaS,B2B,subscription,paid_subscription,content,bootstrapped,0,unknown,"Founder Eelco explained that coworking spaces were budget-constrained, competitors were far ahead, and the product never found a paying segment with enough urgency.",competition_pressure,"market_too_small; bad_pricing; distribution_failure","well-funded competitors; customers unwilling to pay; low conversion after launch; high churn after pivot","The founder interview shows a bootstrapped SaaS entering a niche with budget-limited buyers and mature alternatives, making differentiation and pricing difficult.",high,"Good non-US SaaS competition and pricing case."
fs_0060,MyCity,"A SaaS platform for local governments to collect resident feedback and build relationships with citizens.",unknown,https://www.failory.com/interview/mycity,,yes,founder_interview,primary,2014,2017,Russia,Europe,SaaS,enterprise,subscription,enterprise,sales_led,bootstrapped,0,5,"Founder Stepa Mitaki said MyCity tried to sell software for a process municipalities did not yet have, creating a non-existing market problem.",market_too_small,"sales_cycle_too_long; no_urgent_pain; product_market_fit_failure","government process did not exist; bottom-up demand failed; direct sales hard; new workflow creation","The founder interview explains that municipalities lacked internal processes for resident-feedback work, so the SaaS was not improving an existing budgeted workflow.",high,"Strong govtech non-existing-market case."
fs_0061,Profitabilly,"A job-cost tracking SaaS for agencies, consultants, and service businesses.",unknown,https://www.failory.com/interview/profitabilly,,yes,founder_interview,primary,2018,2019,Indonesia,Asia,SaaS,B2B,subscription,paid_subscription,outbound,bootstrapped,0,1,"Founder Natagon shut down Profitabilly despite about $290 MRR because he lacked passion for the market and did not want to run it for years.",founder_conflict,"distribution_failure; market_too_small; weak_retention","profitable but low conviction; solo founder motivation loss; limited marketing effort; small customer base","The founder interview is valuable because it shows a profitable side-project ending from founder-market fit and long-term motivation failure, not pure lack of revenue.",high,"Good unusual case: profitable but not worth continuing."
fs_0062,REPitchbook,"A SaaS tool for real estate professionals to create pitchbooks and marketing materials.",unknown,https://www.failory.com/interview/repitchbook,,yes,founder_interview,primary,2017,2018,Canada,North America,SaaS,B2B,subscription,enterprise,founder_led_sales,bootstrapped,0,1,"Founder Charlie Reese said REPitchbook failed because pilot customers could not use the product effectively and email integration was missing from their workflow.",product_market_fit_failure,"technical_complexity; no_urgent_pain; sales_cycle_too_long","bad UI; missing email integration; pilot users confused; rebuild required","The founder interview says pilot feedback exposed major product usability and workflow gaps, and the founder killed the product rather than rebuild without sales traction.",high,"Good pilot-feedback and poor-product-fit SaaS case."
fs_0063,RingDaddy,"A no-code SMS remarketing SaaS for livestreamers to notify audiences when they went live.",unknown,https://www.failory.com/interview/ringdaddy,,yes,founder_interview,primary,2020,2020,Brazil,South America,SaaS,B2C,subscription,paid_subscription,community,bootstrapped,0,1,"Founder Isaac Medeiros learned that streamer audiences were reluctant to give phone numbers, making the core SMS remarketing behavior socially unacceptable.",product_market_fit_failure,"trust_safety_failure; no_urgent_pain; distribution_failure","viewer phone-number reluctance; streamer hesitation; negative audience reaction; fast no-code validation","The founder interview shows a fast MVP that technically worked but failed because the customer/audience behavior required for the product was too uncomfortable.",high,"Strong no-code fast-validation case from Brazil."
fs_0064,Tailor,"An A/B testing and website optimization SaaS for small websites.",unknown,https://www.failory.com/interview/tailor,,yes,founder_interview,primary,2017,2017,United Kingdom,Europe,SaaS,B2B,subscription,freemium,product_led,bootstrapped,0,1,"Founder Joe d'Elia said Tailor was built without enough research, targeted small sites that could not benefit much from the product, and lacked marketing follow-through.",distribution_failure,"product_market_fit_failure; competition_pressure; technical_complexity","800 signups but weak onboarding; small sites lacked traffic; broken math; large competitors had free options","The founder interview connects failure to insufficient validation, weak marketing, and a product whose value was limited for the target customer segment.",high,"Good maker/SaaS distribution case from the UK."
fs_0065,sitebot.ai,"A side-project SaaS chatbot or website assistant product.",unknown,https://www.indiehackers.com/product/sitebot-ai/shutting-down--LzaLU_ncJbCPvP1Qdni,,yes,founder_postmortem,primary,2019,2020,Finland,Europe,SaaS,B2B,subscription,freemium,product_led,bootstrapped,0,unknown,"Founder Hannu Jaakkola said converting users to customers was challenging and later noted the product lacked a clear target group that would actually buy.",too_broad_icp,"distribution_failure; bad_pricing; no_urgent_pain","unclear target customer; small users unwilling to pay; conversion problems; founder motivation loss","The Indie Hackers shutdown post and founder comment explain that the product did not have a focused buyer segment with willingness to pay.",high,"Good concise Indie Hackers ICP/pricing case."
fs_0066,Tiers,"A SaaS pricing-testing tool for companies to experiment with pricing flows.",unknown,https://www.indiehackers.com/product/tiers/rip-tiers--LtWr85vn-t-7WSNjwe1,,yes,founder_postmortem,primary,2019,2019,United States,North America,SaaS,B2B,subscription,paid_subscription,product_led,bootstrapped,0,unknown,"Founder Joshua Anderton said Tiers failed because pricing tests were too infrequent and it was hard to become part of a SaaS company's pricing workflow.",no_urgent_pain,"sales_cycle_too_long; market_too_small; product_market_fit_failure","infrequent pricing tests; hard workflow insertion; narrow use case; low urgency","The founder postmortem states that even SaaS companies do not change or test pricing often enough to support a dedicated workflow tool.",high,"Good narrow-use-case SaaS case."
fs_0067,DynaDomains,"A marketplace for leasing valuable domain names to businesses.",unknown,https://www.indiehackers.com/product/dynadomains/-MAnHnL3fRuMGkCblJ58?commentId=-MB9wJ5sgYb8x5cbO8vx,,yes,founder_postmortem,primary,2020,2020,United States,North America,marketplace,B2B,marketplace_take_rate,paid_subscription,paid_ads,bootstrapped,0,unknown,"Founder Timothy Carambat said DynaDomains listed over $3M worth of domains but had no lessees after ads and outbound failed to produce sales.",marketplace_liquidity_failure,"distribution_failure; no_urgent_pain; bad_pricing","many domains but no renters; $4K ads with zero sales; 3500 direct emails; domain leasing behavior risk","The founder postmortem gives unusually concrete failed acquisition data and shows one-sided supply without corresponding demand.",high,"Strong small marketplace liquidity case."
fs_0068,Site Pixel,"A SaaS product for website tracking or on-site pixel-based tools.",unknown,https://www.indiehackers.com/product/site-pixel/-MlHnnBJQwpqS2H9f8lt?commentId=-MlLC2tx5QlwZjGUSLOC,,yes,founder_postmortem,primary,2021,2021,United States,North America,SaaS,B2B,subscription,paid_subscription,product_led,bootstrapped,0,unknown,"Founder Taylor Brazelton shut Site Pixel down after conversations with potential users showed interest but nobody was willing to pay.",no_urgent_pain,"bad_pricing; distribution_failure; product_market_fit_failure","people talked but did not pay; $50/month perceived expensive; MVP not worth ongoing effort","The founder postmortem is a concise willingness-to-pay failure: conversations created apparent interest, but customers did not vote with dollars.",high,"Useful tiny SaaS demand-validation case."
fs_0069,GrwthApp,"An Instagram growth automation product for personal brands or social media accounts.",unknown,https://www.indiehackers.com/product/grwthapp/shutting-down--MX9YZC0VKNMyjS77_et,,yes,founder_postmortem,primary,2020,2021,United States,North America,SaaS,B2B,subscription,paid_subscription,marketplace_platform,bootstrapped,0,unknown,"Founder Owen Thurm said GrwthApp could not continue after Instagram banned their own brand account and the founders could no longer guarantee customer account safety.",platform_risk,"trust_safety_failure; regulatory_or_legal_pressure; product_market_fit_failure","Instagram enforcement risk; customer account safety risk; automation depended on platform tolerance","The founder postmortem directly ties shutdown to Instagram platform enforcement and inability to safely provide the service to customers.",high,"Strong small platform-risk case."
fs_0070,MotionThink,"A startup building productivity tools for freelancers after an accelerator co-founder matching process.",unknown,https://www.failory.com/interview/motionthink,,yes,founder_interview,primary,2014,2015,United States,North America,productivity,prosumer,subscription,paid_subscription,founder_led_sales,pre_seed,100000,unknown,"Founder Andrew Chen said MotionThink shut down because co-founders were not aligned on vision, motivations, and what to build, causing debate to replace execution.",founder_conflict,"product_market_fit_failure; no_urgent_pain; operational_complexity","co-founder misalignment; long debates; no working product; accelerator team formation risk","The founder interview gives a detailed account of how mismatched founder motivations and product direction killed the company before it reached a real product launch.",high,"Strong founder-conflict case with detailed primary interview."
fs_0071,Observa,"A YC-backed intrusion detection tool started by a former Robinhood employee.",unknown,https://www.failory.com/interview/observa,,yes,founder_interview,primary,2020,2021,United States,North America,devtool,B2B,subscription,enterprise,founder_led_sales,seed,462000,unknown,"Founder Rob Picard described joining YC, raising $462k, and shutting down after getting lost in the idea maze without finding a compelling security product wedge.",product_market_fit_failure,"technical_complexity; too_broad_icp; no_urgent_pain","security idea maze; unclear wedge; hard product definition; insufficient customer pull","The founder interview describes a technically sophisticated security idea that never converged into a focused product with enough customer demand.",high,"Good technical-founder PMF case."
fs_0072,WePlate,"A nutrition optimization app and B2B SaaS for college dining teams.",unknown,https://www.failory.com/interview/weplate,,yes,founder_interview,primary,2021,2022,United States,North America,healthtech,B2B,subscription,enterprise,sales_led,bootstrapped,10000,unknown,"Founder Alex Hu said WePlate talked to around 100 colleges and learned that neither dining teams nor most students urgently wanted the product.",no_urgent_pain,"sales_cycle_too_long; product_market_fit_failure; market_too_small","100 colleges contacted; no buyer pull; students not sufficiently motivated; complex nutrition algorithm without urgent budget","The founder interview shows a technically thoughtful health product that failed because institutional buyers did not see a bottom-line reason to adopt it.",high,"Strong healthtech/no-urgent-pain case."
fs_0073,DenberTech,"A crypto payment acceptance startup for physical businesses in Spain.",unknown,https://www.failory.com/interview/denbertech,,yes,founder_interview,primary,2022,2023,Spain,Europe,fintech,B2B,transaction_fee,commission,paid_ads,bootstrapped,5000,unknown,"Founder Dennis Ramirez Bernal said crypto hype produced interest but not a real business problem merchants urgently needed solved.",no_urgent_pain,"high_cac_bad_unit_economics; technical_complexity; timing_problem","crypto hype; high CAC; unfinished MVP; merchants interested in publicity not actual payment need","The founder interview explains that the startup chased a crypto trend and discovered there was no meaningful pain behind the leads.",high,"Good fintech/crypto hype case from Spain."
fs_0074,Star Sync,"A marketplace selling paid digital experiences with streamers and online creators.",unknown,https://www.failory.com/interview/starsync,,yes,founder_interview,primary,2021,2023,United States,North America,marketplace,B2C,marketplace_take_rate,commission,paid_ads,bootstrapped,95000,unknown,"Founder Jonny Boyarsky spent about $95k building before proving market demand, then found creators and users did not adopt the marketplace strongly enough.",no_urgent_pain,"marketplace_liquidity_failure; technical_complexity; distribution_failure","agency promises failed; creators not invested; low conversion from creator audiences; expensive product build before MVP","The founder interview is a strong example of overbuilding a marketplace before validating whether either side truly cared enough to transact.",high,"Good marketplace demand-validation case."
fs_0075,Cam.ly,"A Wi-Fi camera hardware startup that tried to stream and store video in the cloud.",unknown,https://www.failory.com/interview/cam-ly,,yes,founder_interview,primary,2009,2010,United States,North America,hardware,B2C,hardware_margin,one_time_purchase,founder_led_sales,bootstrapped,100000,unknown,"Founder Dane Jensen said Cam.ly failed after trying to raise money before proving a polished product in a technically demanding consumer hardware category.",technical_complexity,"fundraising_dependency; competition_pressure; product_market_fit_failure","unfinished hardware product; cloud video complexity; competing with Nest predecessor; investor skepticism","The founder interview frames Cam.ly as a hardware/product execution failure: the team needed a polished product before investor conviction could emerge.",high,"Strong early hardware technical-execution case."
fs_0076,Wattage,"A hardware design platform meant to let non-experts customize electronics online.",unknown,https://www.failory.com/cemetery/wattage,,yes,startup_database,secondary,2014,2015,Canada,North America,hardware,B2C,hardware_margin,custom,product_led,seed,200000,unknown,"Failory's cemetery summary says Wattage focused on proving technical feasibility but failed to validate market interest for customizable hardware creation.",technical_complexity,"no_urgent_pain; timing_problem; fundraising_dependency","hardware customization complexity; technical feasibility first; weak validation; investor doubts about scalability","The case is useful because the technical vision was ambitious, but evidence of customer demand and scalable execution lagged behind the product concept.",medium,"Secondary source; keep as a technical/hardware gap filler."
fs_0077,Zor Technology,"A teenage founder's consumer-electronics import and resale business in Australia.",unknown,https://www.failory.com/interview/zor-technology,,yes,founder_interview,primary,2008,2009,Australia,Asia-Pacific,ecommerce,B2C,hardware_margin,one_time_purchase,partnerships,bootstrapped,1000,unknown,"Founder Mathew Carpenter shut Zor Technology down after receiving a legal threat from Apple over imported consumer electronics.",regulatory_or_legal_pressure,"trust_safety_failure; operational_complexity; founder_conflict","Apple legal threat; imported electronics; young founder; legal risk ignored","The founder interview is a clean small-scale example of legal pressure ending a business even after early sales momentum.",high,"Useful non-US legal-pressure case."
